Frame,Vehicle_Count,Average_Speed_kmph,Queue_Length_meters,Congestion_Level,Traffic_Density_vehicles_per_meter
frame_0.jpg,32,0.0,14.870529532432556,Medium,2.151907229006751
frame_10.jpg,34,11.384216556343992,14.723918294906618,Medium,2.3091679347175864
frame_100.jpg,26,41.93993252783533,12.954911899566651,Medium,2.0069607729921892
frame_110.jpg,23,14.767575727564203,12.80069890022278,Medium,1.796776893142898
frame_120.jpg,23,15.708363413645973,12.835357141494752,Medium,1.7919252067902738
frame_130.jpg,27,12.183967558921122,13.6708167552948,Medium,1.9750100146388634
frame_140.jpg,24,14.956988567804968,13.541522884368897,Medium,1.7723265104623807
frame_150.jpg,25,17.224039758284146,14.002845907211304,Medium,1.7853513611204768
frame_160.jpg,25,13.502548832726122,13.13449869155884,Medium,1.903384406750657
frame_170.jpg,24,11.339685533992704,13.591026067733765,Medium,1.765871088789831
frame_180.jpg,25,21.57685282772416,13.440299701690677,Medium,1.860077569316048
frame_190.jpg,25,11.07794453984848,14.066637086868289,Medium,1.7772549220977911
frame_20.jpg,35,31.141706900335784,14.106220006942747,Medium,2.481174969819968
frame_200.jpg,29,44.07826368997526,14.608604383468627,Medium,1.9851314498472523
frame_210.jpg,21,23.737264736064745,14.078138542175294,Medium,1.4916744807623672
frame_220.jpg,23,15.590360516476846,14.754475495219232,Medium,1.5588490426143915
frame_230.jpg,26,10.34303645782415,15.158246016502382,Medium,1.7152380276513843
frame_240.jpg,23,21.058901575698734,15.120782465860248,Medium,1.521085304409972
frame_250.jpg,27,24.295140656333,12.729209423065186,Medium,2.1211058049745257
frame_260.jpg,27,16.49228515103778,14.206639325618744,Medium,1.9005198471753322
frame_270.jpg,30,14.054281271313616,14.437542915344238,Medium,2.0779159013349817
frame_280.jpg,28,22.39073715556353,14.687574982643127,Medium,1.9063732463043543
frame_290.jpg,25,23.135756729943257,14.158587074279788,Medium,1.7657129111007488
frame_30.jpg,30,45.407012687714,13.96310443878174,Medium,2.1485193447867283
frame_300.jpg,24,44.32556725437989,14.147429132461548,Medium,1.696421291479138
frame_310.jpg,23,28.05284280844846,13.963091278076172,Medium,1.6471997168788062
frame_320.jpg,24,19.40091344381048,13.574126958847046,Medium,1.7680695099405865
frame_330.jpg,23,29.280379844018203,14.42293586730957,Medium,1.5946822624463615
frame_340.jpg,22,17.557578215972647,13.745606422424316,Medium,1.6005114160776222
frame_350.jpg,28,20.742778241358543,12.659755897521974,Medium,2.2117330086499325
frame_360.jpg,29,16.151637071403105,14.611499214172364,Medium,1.9847381555392734
frame_370.jpg,30,14.67534156999159,15.421015725657345,Medium,1.945397147224633
frame_40.jpg,29,47.20811476923047,14.373200583457947,Medium,2.0176438665564835
frame_50.jpg,30,13.000317807738991,14.061538696289062,Medium,2.1334791766364236
frame_60.jpg,26,24.83212753565447,15.2747435182333,Medium,1.7021562403954
frame_70.jpg,22,31.34026287667888,13.386930656433108,Medium,1.6433938865163142
frame_80.jpg,22,15.560497646726128,13.899409675598145,Medium,1.5828010335304585
frame_90.jpg,25,10.979245768683665,14.583752155303957,Medium,1.7142364827495895
