Frame,Vehicle_Count,Average_Speed_kmph,Queue_Length_meters,Congestion_Level,Traffic_Density_vehicles_per_meter
frame_0.jpg,11,0.0,10.173191833496094,Medium,1.0812732306670527
frame_10.jpg,9,26.612646590480225,10.18957977294922,Medium,0.8832552667081272
frame_100.jpg,5,118.26274523166153,8.572618103027343,Low,0.5832523903326914
frame_1000.jpg,8,26.071258612313137,8.564768981933595,Low,0.9340590524829203
frame_1010.jpg,7,13.63667419124165,8.565669250488282,Low,0.8172157709219239
frame_1020.jpg,5,37.410753647879766,8.568342590332032,Low,0.5835434271315995
frame_1030.jpg,5,9.69056286913647,8.597444152832031,Low,0.5815681859768732
frame_1040.jpg,4,63.40900129039265,8.598220825195312,Low,0.4652125226045399
frame_1050.jpg,4,50.4825352041199,8.581520080566406,Low,0.4661178861607917
frame_1060.jpg,6,8.991122737534944,10.164132690429687,Medium,0.5903110656602764
frame_1070.jpg,5,26.722159395535414,8.571124267578126,Low,0.5833540436361927
frame_1080.jpg,4,117.78923269823744,8.235861206054688,Low,0.48568084137447026
frame_1090.jpg,4,4.599303600251024,8.586787414550782,Low,0.46583195866963945
frame_110.jpg,5,34.50809546445894,8.577998352050782,Low,0.5828865656991676
frame_1100.jpg,3,126.7276954412021,8.593118286132812,Low,0.3491165721343863
frame_1110.jpg,4,134.8828627598767,7.887315368652344,Low,0.5071434085034506
frame_1120.jpg,7,36.26241726479197,8.20174560546875,Low,0.8534768495297572
frame_1130.jpg,9,23.01801288188584,8.1841064453125,Low,1.099692441702638
frame_1140.jpg,6,75.22473590358572,8.57682342529297,Low,0.6995596973940326
frame_1150.jpg,7,33.93623068761692,8.55518035888672,Low,0.8182177004285747
frame_1160.jpg,7,38.53716342272652,8.559524536132812,Low,0.8178024340546601
frame_1170.jpg,3,180.3162188634417,8.571234130859375,Low,0.3500079398366886
frame_1180.jpg,3,31.74851691756102,8.55513916015625,Low,0.35066641744086
frame_1190.jpg,5,38.93545845776921,10.015379333496094,Medium,0.4992322141286921
frame_120.jpg,5,116.26108265814938,8.601425170898438,Low,0.5812990173903634
frame_1200.jpg,5,36.77903606472243,8.56298828125,Low,0.583908308148486
frame_1210.jpg,5,25.37555101672835,8.575491333007813,Low,0.5830569708297139
frame_1220.jpg,5,25.024497674280475,8.582881164550782,Low,0.582554960757364
frame_1230.jpg,4,27.035198729366734,8.580249023437501,Low,0.46618693572572817
frame_1240.jpg,6,17.770496361703454,8.566670227050782,Low,0.7003888139704427
frame_1250.jpg,6,70.36055450384585,8.563478088378906,Low,0.700649892260753
frame_1260.jpg,5,101.2655678343017,8.597734069824218,Low,0.581548575402987
frame_1270.jpg,5,78.24398010755736,10.20109100341797,Medium,0.4901436521176709
frame_1280.jpg,3,76.2084418449866,8.563055419921875,Low,0.35034223800777065
frame_1290.jpg,7,22.58049671269936,10.187435913085938,Medium,0.6871208869160471
frame_130.jpg,4,83.21073542436515,8.578919982910156,Low,0.466259157093002
frame_1300.jpg,5,8.723391427118361,8.58212890625,Low,0.5826060240552565
frame_1310.jpg,7,20.754239423541783,8.568951416015626,Low,0.8169027527588488
frame_1320.jpg,5,115.95365165766974,8.584919738769532,Low,0.5824166273121902
frame_1330.jpg,5,57.65566820854023,8.588050842285156,Low,0.5822042849794742
frame_1340.jpg,7,38.4266503890806,10.168789672851563,Medium,0.6883808422833706
frame_1350.jpg,6,54.09330441861245,8.564187622070312,Low,0.7005918441741887
frame_1360.jpg,5,86.54043578636377,8.543110656738282,Low,0.5852669128259864
frame_1370.jpg,5,29.830273715786586,8.547425842285156,Low,0.5849714396192116
frame_1380.jpg,6,41.07296156748329,8.57686767578125,Low,0.6995560881675223
frame_1390.jpg,7,39.98167009522843,10.194615173339844,Medium,0.6866370020818293
frame_140.jpg,4,96.17398927490758,8.566964721679687,Low,0.4669098251189877
frame_1400.jpg,6,16.078590417527526,8.560826110839844,Low,0.7008669399793919
frame_150.jpg,3,153.466591879736,8.565811157226562,Low,0.35022952817130976
frame_160.jpg,5,41.94328801165151,10.163311767578126,Medium,0.491965622460825
frame_170.jpg,4,65.39248052582312,8.552793884277344,Low,0.4676834323522312
frame_180.jpg,2,132.04955291776574,8.561856079101563,Low,0.23359420919042936
frame_190.jpg,2,0.1488644546270699,8.569924926757812,Low,0.233374273064565
frame_20.jpg,8,0.3753002374732844,10.179763793945312,Medium,0.7858728514661818
frame_200.jpg,2,272.3653723253971,8.585713195800782,Low,0.23294512108536158
frame_210.jpg,2,0.15297703794606,8.580134582519532,Low,0.2330965768386241
frame_220.jpg,2,0.5396356852702376,8.569514465332032,Low,0.2333854511934135
frame_230.jpg,2,0.2739916533232165,8.575918579101563,Low,0.23321116934036068
frame_240.jpg,2,78.08099492047879,4.32889404296875,Low,0.4620117702461487
frame_250.jpg,3,38.71858814021471,8.198028564453125,Low,0.3659416378479189
frame_260.jpg,2,107.86153093357008,4.661685180664063,Low,0.4290294008475059
frame_270.jpg,3,184.79761423818383,5.822143173217774,Low,0.5152741715113069
frame_280.jpg,3,66.33601319920598,8.54343719482422,Low,0.35114672602936187
frame_290.jpg,4,26.78874235956385,8.528561401367188,Low,0.4690122767198196
frame_30.jpg,4,101.93784636590496,8.573701477050781,Low,0.46654295238839333
frame_300.jpg,5,95.6686597135549,8.588441467285156,Low,0.5821778047909922
frame_310.jpg,3,28.28399549391191,8.559449768066406,Low,0.3504898190059365
frame_320.jpg,3,22.17758230892397,8.561358642578126,Low,0.35041167240443916
frame_330.jpg,3,116.04030234060627,8.570816040039062,Low,0.3500250134859186
frame_340.jpg,3,32.34347078267596,8.575852966308593,Low,0.3498194304153661
frame_350.jpg,4,26.571422489976896,8.583135986328125,Low,0.46603013238651997
frame_360.jpg,4,52.57245275656921,8.592605590820312,Low,0.4655165371809101
frame_370.jpg,3,97.85951593434054,8.591702270507813,Low,0.3491741107344825
frame_380.jpg,4,86.66677393107192,18.29446334838867,Medium,0.21864538597423847
frame_390.jpg,2,221.01168793347608,8.577630615234375,Low,0.23316462199338392
frame_40.jpg,3,0.6438184651653411,8.587553405761719,Low,0.34934280559899455
frame_400.jpg,2,85.03726668105182,8.583905029296876,Low,0.23299419007712668
frame_410.jpg,1,336.8312999313613,0.0,Low,0.0
frame_420.jpg,2,0.1466523066182972,8.57816619873047,Low,0.23315006420556308
frame_430.jpg,3,0.4383497175565466,8.563685607910157,Low,0.35031645688031116
frame_440.jpg,3,0.3289968392258636,8.562628173828125,Low,0.35035971889677175
frame_450.jpg,2,117.90849907663392,8.554743957519532,Low,0.2337884114277927
frame_460.jpg,2,0.6121990277129474,8.572605895996094,Low,0.2333012883438531
frame_470.jpg,2,0.1498015458349396,8.57864990234375,Low,0.23313691813598608
frame_480.jpg,2,0.2215044500979787,8.588528442382813,Low,0.23286876365575815
frame_490.jpg,3,0.169337228672693,8.590718078613282,Low,0.34921411371519034
frame_50.jpg,2,189.7291795338868,2.824705505371094,Low,0.7080384118617177
frame_500.jpg,2,104.08836215981292,8.575686645507814,Low,0.23321747664924958
frame_510.jpg,2,0.3011826855349789,8.564413452148438,Low,0.2335244568906569
frame_520.jpg,2,0.407382130180595,8.581741333007812,Low,0.23305293440941088
frame_530.jpg,2,0.1344269004790112,8.578848266601563,Low,0.2331315274319781
frame_540.jpg,3,0.5102453666990909,8.575592041015625,Low,0.349830074197968
frame_550.jpg,3,49.20441229786224,8.571945190429688,Low,0.3499789059955035
frame_560.jpg,4,38.86696791960114,8.576791381835937,Low,0.46637487399673294
frame_570.jpg,5,24.52447099990677,8.552383422851562,Low,0.5846323478248459
frame_580.jpg,5,28.83353924574308,8.565298461914063,Low,0.5837508199197842
frame_590.jpg,7,27.680058462991298,8.576187133789062,Low,0.816213532983779
frame_60.jpg,7,88.82336365506865,10.172183227539064,Medium,0.6881511906951263
frame_600.jpg,7,100.71067928775736,8.573672485351564,Low,0.8164529274893295
frame_610.jpg,9,32.619708739407024,8.577751159667969,Low,1.0492260538306843
frame_620.jpg,7,44.651971179980976,8.568867492675782,Low,0.8169107534902638
frame_630.jpg,7,45.12366295941939,8.564105224609376,Low,0.8173650155401123
frame_640.jpg,6,58.98692690608026,8.5605224609375,Low,0.7008918003987006
frame_650.jpg,6,39.54219789187555,8.554554748535157,Low,0.701380747025719
frame_660.jpg,6,67.94424634645007,8.584518432617188,Low,0.6989326247122708
frame_670.jpg,6,41.338816742460416,8.580097961425782,Low,0.6992927151851493
frame_680.jpg,7,42.68067055050198,10.173208618164065,Medium,0.6880818297092264
frame_690.jpg,9,53.92756437400967,8.565913391113282,Low,1.0506760445811956
frame_70.jpg,7,72.69549578513924,8.582574462890625,Low,0.8156060900218964
frame_700.jpg,8,67.75286713262426,8.55576171875,Low,0.9350424033511773
frame_710.jpg,7,37.43332415838992,8.558280944824219,Low,0.8179212677323221
frame_720.jpg,9,35.011400995176395,8.547348022460938,Low,1.0529581779459047
frame_730.jpg,8,22.990848930164475,8.559796142578126,Low,0.934601696903319
frame_740.jpg,8,23.24296339819347,8.564169311523438,Low,0.9341244560912259
frame_750.jpg,9,32.87166273547526,8.555426025390625,Low,1.051963978566348
frame_760.jpg,7,41.29752798316738,8.548336791992188,Low,0.8188727433572083
frame_770.jpg,7,23.086001871665683,8.547100830078126,Low,0.8189911572548999
frame_780.jpg,7,28.82985046737994,8.559072875976563,Low,0.8178455892865992
frame_790.jpg,7,14.96205562933486,8.541085815429687,Low,0.8195679274588629
frame_80.jpg,8,50.649274256256085,10.169802856445314,Medium,0.7866425842197956
frame_800.jpg,7,52.41031385298658,8.539337158203125,Low,0.8197357558690144
frame_810.jpg,10,33.43159155886381,8.560511779785157,Low,1.1681544581965366
frame_820.jpg,9,29.305545524257344,8.5696044921875,Low,1.0502234972693163
frame_830.jpg,9,29.412510780004133,8.554243469238282,Low,1.052109404223143
frame_840.jpg,7,27.87124531548968,8.55574951171875,Low,0.8181632702561183
frame_850.jpg,8,10.402982771994177,8.561999511718751,Low,0.9343611838625374
frame_860.jpg,8,15.808860702597348,8.5542236328125,Low,0.9352105279681262
frame_870.jpg,8,24.99495047705843,8.565228271484376,Low,0.9340089658361878
frame_880.jpg,9,5.998494764817921,8.557916259765625,Low,1.0516578717079528
frame_890.jpg,9,14.088125666001073,8.567169189453125,Low,1.0505220337051036
frame_90.jpg,5,78.63093057927371,8.572811889648438,Low,0.5832392060343045
frame_900.jpg,9,30.760268556120707,8.564659118652344,Low,1.0508299134053753
frame_910.jpg,9,33.518099113988406,8.577456665039064,Low,1.0492620774970727
frame_920.jpg,9,13.797341637386602,8.579100036621094,Low,1.0490610858460951
frame_930.jpg,9,25.299402382280885,8.556564331054688,Low,1.051824032612708
frame_940.jpg,10,20.818720050866883,8.61197967529297,Low,1.1611732002444388
frame_950.jpg,9,28.54353474472302,8.621357727050782,Low,1.0439191000926886
frame_960.jpg,9,16.638337461099276,8.576646423339843,Low,1.0493612020087564
frame_970.jpg,10,17.179501088093104,8.606738281250001,Low,1.1618803399407711
frame_980.jpg,9,19.25776643055412,8.575978088378907,Low,1.0494429798270677
frame_990.jpg,7,67.26034337609812,8.560821533203125,Low,0.8176785338709045
